time,AirFlow,Air_Flow_Diff,ClgPct,Cooling_Stg_Cmd,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,Heating_Stg_Cmd,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,Room_Temperature_Diff,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
2025-01-29 01:15:00,535.37,0.0,0.0,,47.5,92.20333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.41000000000001,-7.569999999999993,,67.0,69.0,85.0,68.0,,
2025-01-29 01:30:00,522.6566666666666,4.2299999999999045,0.0,,47.666666666666664,92.46666666666665,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.77333333333333,-8.86999999999999,,67.0,69.0,85.0,68.0,,
2025-01-29 01:45:00,541.7266666666666,-12.720000000000027,0.0,,47.5,92.33666666666666,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.32333333333332,-9.409999999999997,,67.0,69.0,85.0,68.0,,
2025-01-29 02:00:00,540.3133333333334,14.829999999999927,0.0,,47.666666666666664,92.23333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.16000000000001,-9.75,,67.0,69.0,85.0,68.0,,
2025-01-29 02:15:00,541.02,4.2299999999999045,0.0,,48.0,92.3,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.02666666666666,-9.949999999999989,,67.0,69.0,85.0,68.0,,
2025-01-29 02:30:00,536.78,-8.480000000000018,0.0,,48.0,92.17,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.97333333333334,-10.079999999999998,,67.0,69.0,85.0,68.0,,
2025-01-29 02:45:00,546.6733333333333,4.2299999999999045,0.0,,48.0,92.17,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.31,-10.039999999999992,,67.0,69.0,85.0,68.0,,
2025-01-29 03:00:00,545.2566666666667,10.589999999999918,0.0,,48.0,92.22666666666667,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.42999999999999,-9.069999999999993,,67.0,69.0,85.0,68.0,,
2025-01-29 03:15:00,532.5466666666667,25.41999999999996,0.0,,48.0,92.26666666666667,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.88000000000001,-9.75,,67.0,69.0,85.0,68.0,,
2025-01-29 03:30:00,543.14,-12.720000000000027,0.0,,48.0,92.25333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.28666666666668,-8.86999999999999,,67.0,69.0,85.0,68.0,,
