time,AirFlow,Air_Flow_Diff,ClgPct,Cooling_Stg_Cmd,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,Heating_Stg_Cmd,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,Room_Temperature_Diff,SaTemp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
2025-01-29 07:15:00,105.24000000000001,16.94999999999999,0.0,,73.0,63.25333333333333,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.65666666666668,1.6500000000000057,,67.0,69.0,68.0,68.0,,
2025-01-29 07:30:00,125.72333333333334,-8.480000000000004,0.0,,73.66666666666667,63.21,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.66333333333334,1.6700000000000017,,67.0,69.0,68.0,68.0,,
2025-01-29 07:45:00,124.31,12.710000000000008,0.0,,72.83333333333333,63.32,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.67,1.6700000000000017,,67.0,69.0,68.0,68.0,,
2025-01-29 08:00:00,126.42666666666668,14.829999999999984,0.0,,73.83333333333333,63.24,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.68333333333334,1.6700000000000017,,67.0,69.0,68.0,68.0,,
2025-01-29 08:15:00,134.90333333333334,2.1099999999999994,0.0,,73.83333333333333,63.19333333333333,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.67666666666666,1.7099999999999937,,67.0,69.0,68.0,68.0,,
2025-01-29 08:30:00,129.95666666666668,0.0,0.0,,74.83333333333333,63.223333333333336,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.71,1.6899999999999977,,67.0,69.0,68.0,68.0,,
2025-01-29 08:45:00,137.72666666666666,12.710000000000008,0.0,,74.16666666666667,63.18333333333333,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.73666666666666,1.7099999999999937,,67.0,69.0,68.0,68.0,,
2025-01-29 09:00:00,121.48333333333333,31.78,0.0,,73.83333333333333,63.11333333333334,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.74666666666667,1.7399999999999949,,67.0,69.0,68.0,68.0,,
2025-01-29 09:15:00,120.07000000000001,-4.240000000000009,0.0,,74.33333333333333,63.32,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.74666666666667,1.7600000000000051,,67.0,69.0,68.0,68.0,,
2025-01-29 09:30:00,122.89666666666666,-16.960000000000008,0.0,,76.16666666666667,63.23666666666667,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.74333333333334,1.7399999999999949,,67.0,69.0,68.0,68.0,,
2025-01-29 09:45:00,109.47666666666667,16.94999999999999,0.0,,75.16666666666667,63.31333333333333,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.75,1.7600000000000051,,67.0,69.0,68.0,68.0,,
2025-01-29 10:00:00,120.06666666666666,-36.03,0.0,,76.16666666666667,63.21666666666667,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.76666666666667,1.730000000000004,,67.0,69.0,68.0,68.0,,
2025-01-29 10:15:00,127.83999999999999,2.1099999999999994,0.0,,76.66666666666667,63.086666666666666,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.78,1.7800000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 10:30:00,108.77,19.060000000000002,0.0,,77.83333333333333,63.083333333333336,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.78,1.7800000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 10:45:00,118.66000000000001,-6.359999999999999,0.0,,78.66666666666667,63.166666666666664,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.78,1.7800000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 11:00:00,133.48666666666668,-4.240000000000009,0.0,,79.66666666666667,63.31333333333333,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.78,1.7800000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 11:15:00,132.07666666666668,8.469999999999999,0.0,,81.16666666666667,63.56333333333333,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.78666666666668,1.7800000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 11:30:00,114.42,14.829999999999984,0.0,,81.16666666666667,63.53,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.8,1.7999999999999972,,67.0,69.0,68.0,68.0,,
