,time,AirFlow,ClgPct,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmCo2,RmSp,RmTemp,SaTemp,StbyClgSp,StbyHtgSp,SuplFanCmd,SuplFanState,UnoccClgSp,UnoccHtgSp,oppMode
111,2025-01-29 08:15:00,720.4200000000001,0.0,100.0,89.65666666666668,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.70333333333333,,67.0,69.0,1.0,-1.0,68.0,68.0,
112,2025-01-29 08:30:00,726.7733333333332,0.0,100.0,89.74333333333334,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.74,,67.0,69.0,1.0,-1.0,68.0,68.0,
113,2025-01-29 08:45:00,726.7766666666666,0.0,100.0,89.75,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.73,,67.0,69.0,1.0,-1.0,68.0,68.0,
114,2025-01-29 09:00:00,731.0133333333333,0.0,100.0,89.77,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.73333333333333,,67.0,69.0,1.0,-1.0,68.0,68.0,
115,2025-01-29 09:15:00,726.0666666666666,0.0,100.0,89.81666666666666,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.72666666666667,,67.0,69.0,1.0,-1.0,68.0,68.0,
116,2025-01-29 09:30:00,707.7066666666666,0.0,100.0,89.84666666666665,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.70333333333333,,67.0,69.0,1.0,-1.0,68.0,68.0,
117,2025-01-29 09:45:00,720.4233333333333,0.0,100.0,89.83333333333333,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.71,,67.0,69.0,1.0,-1.0,68.0,68.0,
118,2025-01-29 10:00:00,700.6433333333334,0.0,100.0,89.79,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.71,,67.0,69.0,1.0,-1.0,68.0,68.0,
119,2025-01-29 10:15:00,708.4133333333333,0.0,100.0,89.69666666666666,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.71,,67.0,69.0,1.0,-1.0,68.0,68.0,
120,2025-01-29 10:30:00,704.1766666666666,0.0,100.0,89.75666666666666,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.71,,67.0,69.0,1.0,-1.0,68.0,68.0,
121,2025-01-29 10:45:00,693.5799999999999,0.0,100.0,89.92333333333333,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.71,,67.0,69.0,1.0,-1.0,68.0,68.0,
